data_month,series_id,data_series,borrower_type,purpose,commitments
2011-10-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.244648
2011-11-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,6.06013
2011-12-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.981192
2012-01-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,4.789587
2012-02-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.520299
2012-03-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,6.379939
2012-04-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.580909
2012-05-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,7.025066
2012-06-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,7.024223
2012-07-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,6.265519
2012-08-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,6.491976
2012-09-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.883626
2012-10-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,6.514652
2012-11-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,7.099796
2012-12-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,6.386748
2013-01-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,5.711859
2013-02-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,6.05906
2013-03-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,6.997499
2013-04-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,7.595877
2013-05-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.860076
2013-06-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.141399
2013-07-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.987357
2013-08-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.360606
2013-09-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.698404
2013-10-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.816371
2013-11-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,10.178117
2013-12-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.909206
2014-01-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.096714
2014-02-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.379265
2014-03-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.895811
2014-04-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.9871
2014-05-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,11.372285
2014-06-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,11.522277
2014-07-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,11.175839
2014-08-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,10.232286
2014-09-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,11.132925
2014-10-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,12.165057
2014-11-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,11.355255
2014-12-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,12.431864
2015-01-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.313257
2015-02-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.870654
2015-03-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,12.670369
2015-04-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,12.126054
2015-05-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,12.612846
2015-06-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,13.283961
2015-07-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,11.588544
2015-08-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.952696
2015-09-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.33789
2015-10-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.941814
2015-11-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.012245
2015-12-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.346554
2016-01-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,6.732911
2016-02-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,7.988059
2016-03-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.707924
2016-04-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.699314
2016-05-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,10.181966
2016-06-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,11.273059
2016-07-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.655204
2016-08-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,10.224881
2016-09-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,10.518448
2016-10-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,10.246672
2016-11-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,11.822008
2016-12-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,11.379727
2017-01-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.812896
2017-02-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.117432
2017-03-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,11.546518
2017-04-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.14553
2017-05-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,11.818469
2017-06-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,11.65891
2017-07-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.801758
2017-08-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,10.675632
2017-09-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.586891
2017-10-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.607604
2017-11-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,10.379481
2017-12-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.414248
2018-01-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,7.858226
2018-02-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.339271
2018-03-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.93109
2018-04-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.197287
2018-05-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.951973
2018-06-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,9.304012
2018-07-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.662542
2018-08-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.656845
2018-09-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,7.513193
2018-10-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.441908
2018-11-01T00:00:00Z,A2413056K,Original,Investment Housing,Investment Housing: Purchase for rent or resale by individuals,8.383297
1975-10-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1975-11-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1975-12-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1976-01-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1976-02-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1976-03-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1976-04-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1976-05-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1976-06-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1976-07-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1976-08-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1976-09-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1976-10-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1976-11-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1976-12-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1977-01-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1977-02-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1977-03-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1977-04-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1977-05-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1977-06-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1977-07-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1977-08-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1977-09-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1977-10-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1977-11-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1977-12-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1978-01-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1978-02-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1978-03-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1978-04-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1978-05-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1978-06-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1978-07-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1978-08-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1978-09-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1978-10-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1978-11-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1978-12-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1979-01-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1979-02-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1979-03-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1979-04-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1979-05-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1979-06-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1979-07-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1979-08-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1979-09-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1979-10-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1979-11-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1979-12-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1980-01-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1980-02-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1980-03-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1980-04-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1980-05-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1980-06-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1980-07-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1980-08-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1980-09-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1980-10-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1980-11-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1980-12-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1981-01-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1981-02-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1981-03-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1981-04-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1981-05-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1981-06-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1981-07-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1981-08-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1981-09-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1981-10-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1981-11-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1981-12-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1982-01-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1982-02-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1982-03-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1982-04-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1982-05-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1982-06-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1982-07-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1982-08-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1982-09-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1982-10-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1982-11-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1982-12-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1983-01-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1983-02-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1983-03-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1983-04-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1983-05-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1983-06-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1983-07-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1983-08-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1983-09-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1983-10-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1983-11-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1983-12-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1984-01-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1984-02-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1984-03-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1984-04-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1984-05-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1984-06-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1984-07-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1984-08-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1984-09-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1984-10-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1984-11-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1984-12-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,NA
1985-01-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.048629
1985-02-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.051142
1985-03-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.07363
1985-04-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.068684
1985-05-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.064392
1985-06-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.094233
1985-07-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.105087
1985-08-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.075578
1985-09-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.079487
1985-10-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.069264
1985-11-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.066006
1985-12-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.072857
1986-01-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.048886
1986-02-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.063141
1986-03-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.073585
1986-04-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.05748
1986-05-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.056099
1986-06-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.064079
1986-07-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.061087
1986-08-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.05723
1986-09-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.059275
1986-10-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.083158
1986-11-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.047456
1986-12-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.071791
1987-01-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.043034
1987-02-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.054539
1987-03-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.082931
1987-04-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.056204
1987-05-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.069462
1987-06-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.120138
1987-07-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.159233
1987-08-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.072244
1987-09-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.09481
1987-10-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.136508
1987-11-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.174759
1987-12-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.205015
1988-01-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.138846
1988-02-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.177589
1988-03-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.221476
1988-04-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.177535
1988-05-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.267844
1988-06-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.407538
1988-07-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.250099
1988-08-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.381108
1988-09-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.345905
1988-10-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.356259
1988-11-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.432765
1988-12-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.557556
1989-01-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.479391
1989-02-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.589177
1989-03-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.637932
1989-04-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.478986
1989-05-01T00:00:00Z,A2413057L,Original,Investment Housing,Investment Housing: Purchase for rent or resale by others,0.495357
